"col0","col1","col2","col3"
"[summary] read: Argument[0].ReturnValue in reduce","[summary] to write: ReturnValue.Element in reduce",0,0
"[summary] read: Argument[0].ReturnValue in reduce","[summary] to write: Argument[0].Parameter[0] in reduce",0,0
"[summary] read: Argument[0].ReturnValue in reduce","[summary] to write: Argument[0].Parameter[1] in reduce",0,0
"[summary] read: Argument[this].Element in forEachOrdered","[summary] to write: Argument[0].Parameter[0] in forEachOrdered",0,0
"[summary] read: Argument[0].Parameter[0] in forEachOrdered","[summary] to write: Argument[this].Element in forEachOrdered",0,0
"[summary] read: Argument[this].Element in skip","[summary] to write: ReturnValue.Element in skip",0,0
"[summary] read: Argument[this].Element in limit","[summary] to write: ReturnValue.Element in limit",0,0
"[summary] read: Argument[0].Parameter[0] in peek","[summary] to write: Argument[this].Element in peek",0,0
"[summary] read: Argument[this].Element in sorted","[summary] to write: ReturnValue.Element in sorted",0,0
"[summary] read: Argument[this].Element in sorted","[summary] to write: Argument[0].Parameter[0] in sorted",0,0
"[summary] read: Argument[this].Element in sorted","[summary] to write: Argument[0].Parameter[1] in sorted",0,0
"[summary] read: Argument[0].Parameter[0] in sorted","[summary] to write: Argument[this].Element in sorted",0,0
"[summary] read: Argument[0].Parameter[1] in sorted","[summary] to write: Argument[this].Element in sorted",0,0
"[summary] read: Argument[this].Element in distinct","[summary] to write: ReturnValue.Element in distinct",0,0
"[summary] read: Argument[this].Element in flatMapToDouble","[summary] to write: Argument[0].Parameter[0] in flatMapToDouble",0,0
"[summary] read: Argument[0].Parameter[0] in flatMapToDouble","[summary] to write: Argument[this].Element in flatMapToDouble",0,0
"[summary] read: Argument[this].Element in flatMapToLong","[summary] to write: Argument[0].Parameter[0] in flatMapToLong",0,0
"[summary] read: Argument[0].Parameter[0] in flatMapToLong","[summary] to write: Argument[this].Element in flatMapToLong",0,0
"[summary] read: Argument[this].Element in flatMapToInt","[summary] to write: Argument[0].Parameter[0] in flatMapToInt",0,0
"[summary] read: Argument[0].Parameter[0] in flatMapToInt","[summary] to write: Argument[this].Element in flatMapToInt",0,0
"[summary] read: Argument[0].ReturnValue.Element in flatMap","[summary] to write: ReturnValue.Element in flatMap",0,0
"[summary] read: Argument[this].Element in mapToDouble","[summary] to write: Argument[0].Parameter[0] in mapToDouble",0,0
"[summary] read: Argument[0].Parameter[0] in mapToDouble","[summary] to write: Argument[this].Element in mapToDouble",0,0
"[summary] read: Argument[this].Element in mapToLong","[summary] to write: Argument[0].Parameter[0] in mapToLong",0,0
"[summary] read: Argument[0].Parameter[0] in mapToLong","[summary] to write: Argument[this].Element in mapToLong",0,0
"[summary] read: Argument[this].Element in mapToInt","[summary] to write: Argument[0].Parameter[0] in mapToInt",0,0
"[summary] read: Argument[0].Parameter[0] in mapToInt","[summary] to write: Argument[this].Element in mapToInt",0,0
"[summary] read: Argument[this].Element in java.util.stream.collect()+Collectors.[toList,...]","[summary] to write: ReturnValue.Element in java.util.stream.collect()+Collectors.[toList,...]",0,0
"[summary] read: Argument[this].Element in java.util.stream.collect()+Collectors.[groupingBy(Function),...]","[summary] to write: ReturnValue.MapValue.Element in java.util.stream.collect()+Collectors.[groupingBy(Function),...]",0,0
"parameter this","this <constr(this)>",7,7
"parameter this","this <constr(this)>",8,8
"parameter this","this <constr(this)>",10,10
"INPUT [post update]","INPUT",52,52
"is [post update]","is",63,63
"is [post update]","is",63,73
"is [post update]","is",73,73
"is [post update]","is",112,112
"is [post update]","is",132,132
"is [post update]","is",158,158
"is [post update]","is",165,167
"is [post update]","is",178,178
"is [post update]","is",178,188
"is [post update]","is",188,188
"sb [post update]","sb",110,114
"sb [post update]","sb",110,116
"sb [post update]","sb",110,117
"sb [post update]","sb",117,114
"sb [post update]","sb",117,116
"sb [post update]","sb",117,117
"buf [post update]","buf",130,135
"buf [post update]","buf",130,137
"buf [post update]","buf",135,135
"buf [post update]","buf",135,137
"buf [post update]","buf",149,150
