"col0","col1","col2","col3"
"[summary] read: Argument[0].Parameter[0] in reduce","[summary] to write: Argument[this].Element in reduce",0,0
"[summary] read: Argument[0].Parameter[1] in reduce","[summary] to write: Argument[this].Element in reduce",0,0
"[summary] read: Argument[0].ReturnValue in reduce","[summary] to write: ReturnValue.Element in reduce",0,0
"[summary] read: Argument[0].ReturnValue in reduce","[summary] to write: Argument[0].Parameter[0] in reduce",0,0
"[summary] read: Argument[0].ReturnValue in reduce","[summary] to write: Argument[0].Parameter[1] in reduce",0,0
"[summary] read: Argument[this].Element in forEachOrdered","[summary] to write: Argument[0].Parameter[0] in forEachOrdered",0,0
"[summary] read: Argument[0].Parameter[0] in forEachOrdered","[summary] to write: Argument[this].Element in forEachOrdered",0,0
"[summary] read: Argument[this].Element in skip","[summary] to write: ReturnValue.Element in skip",0,0
"[summary] read: Argument[this].Element in limit","[summary] to write: ReturnValue.Element in limit",0,0
"[summary] read: Argument[0].Parameter[0] in peek","[summary] to write: Argument[this].Element in peek",0,0
"[summary] read: Argument[this].Element in sorted","[summary] to write: ReturnValue.Element in sorted",0,0
"[summary] read: Argument[this].Element in sorted","[summary] to write: Argument[0].Parameter[0] in sorted",0,0
"[summary] read: Argument[this].Element in sorted","[summary] to write: Argument[0].Parameter[1] in sorted",0,0
"[summary] read: Argument[0].Parameter[0] in sorted","[summary] to write: Argument[this].Element in sorted",0,0
"[summary] read: Argument[0].Parameter[1] in sorted","[summary] to write: Argument[this].Element in sorted",0,0
"[summary] read: Argument[this].Element in distinct","[summary] to write: ReturnValue.Element in distinct",0,0
"[summary] read: Argument[this].Element in flatMapToDouble","[summary] to write: Argument[0].Parameter[0] in flatMapToDouble",0,0
"[summary] read: Argument[0].Parameter[0] in flatMapToDouble","[summary] to write: Argument[this].Element in flatMapToDouble",0,0
"[summary] read: Argument[this].Element in flatMapToLong","[summary] to write: Argument[0].Parameter[0] in flatMapToLong",0,0
"[summary] read: Argument[0].Parameter[0] in flatMapToLong","[summary] to write: Argument[this].Element in flatMapToLong",0,0
"[summary] read: Argument[this].Element in flatMapToInt","[summary] to write: Argument[0].Parameter[0] in flatMapToInt",0,0
"[summary] read: Argument[0].Parameter[0] in flatMapToInt","[summary] to write: Argument[this].Element in flatMapToInt",0,0
"[summary] read: Argument[0].ReturnValue.Element in flatMap","[summary] to write: ReturnValue.Element in flatMap",0,0
"[summary] read: Argument[this].Element in mapToDouble","[summary] to write: Argument[0].Parameter[0] in mapToDouble",0,0
"[summary] read: Argument[0].Parameter[0] in mapToDouble","[summary] to write: Argument[this].Element in mapToDouble",0,0
"[summary] read: Argument[this].Element in mapToLong","[summary] to write: Argument[0].Parameter[0] in mapToLong",0,0
"[summary] read: Argument[0].Parameter[0] in mapToLong","[summary] to write: Argument[this].Element in mapToLong",0,0
"[summary] read: Argument[this].Element in mapToInt","[summary] to write: Argument[0].Parameter[0] in mapToInt",0,0
"[summary] read: Argument[0].Parameter[0] in mapToInt","[summary] to write: Argument[this].Element in mapToInt",0,0
"[summary] read: Argument[this].Element in java.util.stream.collect()+Collectors.[toList,...]","[summary] to write: ReturnValue.Element in java.util.stream.collect()+Collectors.[toList,...]",0,0
"[summary] read: Argument[this].Element in java.util.stream.collect()+Collectors.[groupingBy(Function),...]","[summary] to write: ReturnValue.MapValue.Element in java.util.stream.collect()+Collectors.[groupingBy(Function),...]",0,0
"parameter this","this <constr(this)>",4,4
"parameter this","this <constr(this)>",7,7
"parameter this","this <constr(this)>",10,10
"sc [post update]","sc",7,8
"edges [post update]","edges",14,14
"edges [post update]","edges",14,17
"edges [post update]","edges",14,27
"edges [post update]","edges",17,17
"edges [post update]","edges",17,27
"edges [post update]","edges",27,27
"dq [post update]","dq",21,25
"dq [post update]","dq",25,26
"dq [post update]","dq",26,25
"dq [post update]","dq",26,30
"dq [post update]","dq",30,25
"dq [post update]","dq",30,30
"d [post update]","d",23,23
"d [post update]","d",23,24
"d [post update]","d",24,28
"d [post update]","d",24,34
"d [post update]","d",28,28
"d [post update]","d",28,29
"d [post update]","d",28,34
"d [post update]","d",29,28
"d [post update]","d",29,29
"d [post update]","d",29,34
"parent [post update]","parent",43,43
"parent [post update]","parent",48,49
"parent [post update]","parent",49,49
"parent [post update]","parent",49,50
"num [post update]","num",44,44
"num [post update]","num",61,61
"num [post update]","num",65,65
"rank [post update]","rank",59,59
"rank [post update]","rank",59,66
"rank [post update]","rank",66,66
